ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
# Gripper Initialization Failure IOM 04D6,234,MODULE,IOM
# Gripper Initialization Failure IOM 04D6,234,ERROR_CODE_VALUE,04D6
# Gripper Initialization Failure IOM 04D6,234,IHN_LEVEL3_DESC,Gripper Initialization Failure IOM 04D6
# Gripper Initialization Failure IOM 04D6,234,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Initialization Failure IOM 04D6,234,ERROR_COUNT,2
# Gripper Initialization Failure IOM 04D6,234,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Initialization Failure IOM 04D6,234,THRESHOLDS_DAYS,2
# Gripper Initialization Failure IOM 04D6,234,THRESHOLD_DATA_DAYS,2
# Carrier At Output Gate in Incorrect Status ISR 5010,235,MODULE,ISR
# Carrier At Output Gate in Incorrect Status ISR 5010,235,ERROR_CODE_VALUE,5010
# Carrier At Output Gate in Incorrect Status ISR 5010,235,IHN_LEVEL3_DESC,Carrier At Output Gate in Incorrect Status ISR 5010
# Carrier At Output Gate in Incorrect Status ISR 5010,235,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At Output Gate in Incorrect Status ISR 5010,235,ERROR_COUNT,2
# Carrier At Output Gate in Incorrect Status ISR 5010,235,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At Output Gate in Incorrect Status ISR 5010,235,THRESHOLDS_DAYS,2
# Carrier At Output Gate in Incorrect Status ISR 5010,235,THRESHOLD_DATA_DAYS,2
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,MODULE,IOM
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,ERROR_CODE_VALUE,049D
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,IHN_LEVEL3_DESC,Axis Y Moving Fault Recovery has Failed IOM 049D
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,ALGORITHM_TYPE,ERROR_COUNT
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,ERROR_COUNT,1
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,THRESHOLDS_DAYS,2
# Axis Y Moving Fault Recovery has Failed IOM 049D,236,THRESHOLD_DATA_DAYS,2
# Tube Gripper Initialization Failure CM 06D3,237,MODULE,CM
# Tube Gripper Initialization Failure CM 06D3,237,ERROR_CODE_VALUE,06D3
# Tube Gripper Initialization Failure CM 06D3,237,IHN_LEVEL3_DESC,Tube Gripper Initialization Failure CM 06D3
# Tube Gripper Initialization Failure CM 06D3,237,ALGORITHM_TYPE,ERROR_COUNT
# Tube Gripper Initialization Failure CM 06D3,237,ERROR_COUNT,2
# Tube Gripper Initialization Failure CM 06D3,237,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Tube Gripper Initialization Failure CM 06D3,237,THRESHOLDS_DAYS,2
# Tube Gripper Initialization Failure CM 06D3,237,THRESHOLD_DATA_DAYS,2
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,MODULE,ISR
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,ERROR_CODE_VALUE,500B
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,IHN_LEVEL3_DESC,Carrier At Prepare Gate in Incorrect Status ISR 500B
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,ERROR_COUNT,2
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,THRESHOLDS_DAYS,2
# Carrier At Prepare Gate in Incorrect Status ISR 500B,238,THRESHOLD_DATA_DAYS,2
# Axis Y Moving Fault Recovery has Failed CM 069D,239,MODULE,CM
# Axis Y Moving Fault Recovery has Failed CM 069D,239,ERROR_CODE_VALUE,069D
# Axis Y Moving Fault Recovery has Failed CM 069D,239,IHN_LEVEL3_DESC,Axis Y Moving Fault Recovery has Failed CM 069D
# Axis Y Moving Fault Recovery has Failed CM 069D,239,ALGORITHM_TYPE,ERROR_COUNT
# Axis Y Moving Fault Recovery has Failed CM 069D,239,ERROR_COUNT,1
# Axis Y Moving Fault Recovery has Failed CM 069D,239,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis Y Moving Fault Recovery has Failed CM 069D,239,THRESHOLDS_DAYS,2
# Axis Y Moving Fault Recovery has Failed CM 069D,239,THRESHOLD_DATA_DAYS,2
# Tube Gripper Initialization Failure SRM 0ED3,240,MODULE,SRM
# Tube Gripper Initialization Failure SRM 0ED3,240,ERROR_CODE_VALUE,0ED3
# Tube Gripper Initialization Failure SRM 0ED3,240,IHN_LEVEL3_DESC,Tube Gripper Initialization Failure SRM 0ED3
# Tube Gripper Initialization Failure SRM 0ED3,240,ALGORITHM_TYPE,ERROR_COUNT
# Tube Gripper Initialization Failure SRM 0ED3,240,ERROR_COUNT,2
# Tube Gripper Initialization Failure SRM 0ED3,240,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Tube Gripper Initialization Failure SRM 0ED3,240,THRESHOLDS_DAYS,2
# Tube Gripper Initialization Failure SRM 0ED3,240,THRESHOLD_DATA_DAYS,2
# Carrier At Return Gate in Incorrect Status ISR 500F,241,MODULE,ISR
# Carrier At Return Gate in Incorrect Status ISR 500F,241,ERROR_CODE_VALUE,500F
# Carrier At Return Gate in Incorrect Status ISR 500F,241,IHN_LEVEL3_DESC,Carrier At Return Gate in Incorrect Status ISR 500F
# Carrier At Return Gate in Incorrect Status ISR 500F,241,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At Return Gate in Incorrect Status ISR 500F,241,ERROR_COUNT,2
# Carrier At Return Gate in Incorrect Status ISR 500F,241,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At Return Gate in Incorrect Status ISR 500F,241,THRESHOLDS_DAYS,2
# Carrier At Return Gate in Incorrect Status ISR 500F,241,THRESHOLD_DATA_DAYS,2
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,MODULE,ISR
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,ERROR_CODE_VALUE,500E
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,IHN_LEVEL3_DESC,Carrier At Routine Gate in Incorrect Status ISR 500E
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,ERROR_COUNT,2
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,THRESHOLDS_DAYS,2
# Carrier At Routine Gate in Incorrect Status ISR 500E,242,THRESHOLD_DATA_DAYS,2
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,MODULE,SRM
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,ERROR_CODE_VALUE,0E9D
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,IHN_LEVEL3_DESC,Axis Y Moving Fault Recovery has Failed SRM 0E9D
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,ALGORITHM_TYPE,ERROR_COUNT
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,ERROR_COUNT,1
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,THRESHOLDS_DAYS,2
# Axis Y Moving Fault Recovery has Failed SRM 0E9D,243,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,MODULE,RIM
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,ERROR_CODE_VALUE,0BA3
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Loading RIM 0BA3
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Loading RIM 0BA3,244,THRESHOLD_DATA_DAYS,2
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,MODULE,ISR
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,ERROR_CODE_VALUE,5011
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,IHN_LEVEL3_DESC,Carrier At Routine Input Gate in Incorrect Status ISR 5011
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,ERROR_COUNT,2
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,THRESHOLDS_DAYS,2
# Carrier At Routine Input Gate in Incorrect Status ISR 5011,245,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,MODULE,IOM
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,ERROR_CODE_VALUE,04B6
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Picking IOM 04B6
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Picking IOM 04B6,246,THRESHOLD_DATA_DAYS,2
# Axis Z Down Failure IOM 04BB,247,MODULE,IOM
# Axis Z Down Failure IOM 04BB,247,ERROR_CODE_VALUE,04BB
# Axis Z Down Failure IOM 04BB,247,IHN_LEVEL3_DESC,Axis Z Down Failure IOM 04BB
# Axis Z Down Failure IOM 04BB,247,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Down Failure IOM 04BB,247,ERROR_COUNT,4
# Axis Z Down Failure IOM 04BB,247,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Down Failure IOM 04BB,247,THRESHOLDS_DAYS,2
# Axis Z Down Failure IOM 04BB,247,THRESHOLD_DATA_DAYS,2
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,MODULE,ISR
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,ERROR_CODE_VALUE,500D
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,IHN_LEVEL3_DESC,Carrier At STAT Gate in Incorrect Status ISR 500D
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,ALGORITHM_TYPE,ERROR_COUNT
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,ERROR_COUNT,2
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,THRESHOLDS_DAYS,2
# Carrier At STAT Gate in Incorrect Status ISR 500D,248,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,MODULE,RIM
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,ERROR_CODE_VALUE,0BA2
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Picking RIM 0BA2
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Picking RIM 0BA2,249,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,MODULE,ROM
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,ERROR_CODE_VALUE,0D9E
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Picking ROM 0D9E
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Picking ROM 0D9E,250,THRESHOLD_DATA_DAYS,2
